date,address,species,block,street,trap,address_number_and_street,latitude,longitude,address_accuracy,num_mosquitos,wnv_present,year,month,day,week,day_of_week,coordinates,tmax_1,tmin_1,tavg_1,depart_1,dew_point_1,wet_bulb_1,sunrise_1,sunset_1,precip_total_1,stn_pressure_1,sea_level_1,result_speed_1,result_dir_1,avg_speed_1,heat_cool_1,normal_1,tmax_2,tmin_2,tavg_2,depart_2,dew_point_2,wet_bulb_2,sunrise_2,sunset_2,precip_total_2,stn_pressure_2,sea_level_2,result_speed_2,result_dir_2,avg_speed_2,heat_cool_2,normal_2,BR_1,DZ_1,FG_1,HZ_1,MD_1,RA_1,TS_1,TSRA_1,VCTS_1,BR_2,DZ_2,FG_2,HZ_2,MD_2,RA_2,TS_2,TSRA_2,VCTS_2
2009-06-22,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,50,0,2009,6,22,26,0,"(41.974689, -87.890615)",89,68,79,9,67,71,417,2000,0.09,29.09,29.79,4.0,11,5.6,-14,70,89,70,80,8,67,71,417,2000,0.06,29.15,29.77,5.3,12,7.2,-15,72,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2009-06-22,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,50,0,2009,6,22,26,0,"(41.974689, -87.890615)",89,68,79,9,67,71,417,2000,0.09,29.09,29.79,4.0,11,5.6,-14,70,89,70,80,8,67,71,417,2000,0.06,29.15,29.77,5.3,12,7.2,-15,72,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2009-06-22,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,50,0,2009,6,22,26,0,"(41.974689, -87.890615)",89,68,79,9,67,71,417,2000,0.09,29.09,29.79,4.0,11,5.6,-14,70,89,70,80,8,67,71,417,2000,0.06,29.15,29.77,5.3,12,7.2,-15,72,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2009-06-22,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,50,0,2009,6,22,26,0,"(41.974689, -87.890615)",89,68,79,9,67,71,417,2000,0.09,29.09,29.79,4.0,11,5.6,-14,70,89,70,80,8,67,71,417,2000,0.06,29.15,29.77,5.3,12,7.2,-15,72,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2009-06-22,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,50,0,2009,6,22,26,0,"(41.974689, -87.890615)",89,68,79,9,67,71,417,2000,0.09,29.09,29.79,4.0,11,5.6,-14,70,89,70,80,8,67,71,417,2000,0.06,29.15,29.77,5.3,12,7.2,-15,72,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2009-06-22,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,50,0,2009,6,22,26,0,"(41.974689, -87.890615)",89,68,79,9,67,71,417,2000,0.09,29.09,29.79,4.0,11,5.6,-14,70,89,70,80,8,67,71,417,2000,0.06,29.15,29.77,5.3,12,7.2,-15,72,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2009-06-22,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,50,0,2009,6,22,26,0,"(41.974689, -87.890615)",89,68,79,9,67,71,417,2000,0.09,29.09,29.79,4.0,11,5.6,-14,70,89,70,80,8,67,71,417,2000,0.06,29.15,29.77,5.3,12,7.2,-15,72,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2009-06-22,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,50,0,2009,6,22,26,0,"(41.974689, -87.890615)",89,68,79,9,67,71,417,2000,0.09,29.09,29.79,4.0,11,5.6,-14,70,89,70,80,8,67,71,417,2000,0.06,29.15,29.77,5.3,12,7.2,-15,72,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2009-06-22,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,6,0,2009,6,22,26,0,"(41.974689, -87.890615)",89,68,79,9,67,71,417,2000,0.09,29.09,29.79,4.0,11,5.6,-14,70,89,70,80,8,67,71,417,2000,0.06,29.15,29.77,5.3,12,7.2,-15,72,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2009-06-22,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,23,0,2009,6,22,26,0,"(41.974689, -87.890615)",89,68,79,9,67,71,417,2000,0.09,29.09,29.79,4.0,11,5.6,-14,70,89,70,80,8,67,71,417,2000,0.06,29.15,29.77,5.3,12,7.2,-15,72,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2009-06-22,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,50,0,2009,6,22,26,0,"(41.974689, -87.890615)",89,68,79,9,67,71,417,2000,0.09,29.09,29.79,4.0,11,5.6,-14,70,89,70,80,8,67,71,417,2000,0.06,29.15,29.77,5.3,12,7.2,-15,72,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2009-06-22,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,50,0,2009,6,22,26,0,"(41.974689, -87.890615)",89,68,79,9,67,71,417,2000,0.09,29.09,29.79,4.0,11,5.6,-14,70,89,70,80,8,67,71,417,2000,0.06,29.15,29.77,5.3,12,7.2,-15,72,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2009-06-22,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,50,0,2009,6,22,26,0,"(41.974689, -87.890615)",89,68,79,9,67,71,417,2000,0.09,29.09,29.79,4.0,11,5.6,-14,70,89,70,80,8,67,71,417,2000,0.06,29.15,29.77,5.3,12,7.2,-15,72,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2009-06-22,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,50,0,2009,6,22,26,0,"(41.974689, -87.890615)",89,68,79,9,67,71,417,2000,0.09,29.09,29.79,4.0,11,5.6,-14,70,89,70,80,8,67,71,417,2000,0.06,29.15,29.77,5.3,12,7.2,-15,72,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2009-06-22,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,50,0,2009,6,22,26,0,"(41.974689, -87.890615)",89,68,79,9,67,71,417,2000,0.09,29.09,29.79,4.0,11,5.6,-14,70,89,70,80,8,67,71,417,2000,0.06,29.15,29.77,5.3,12,7.2,-15,72,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2009-06-22,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,50,0,2009,6,22,26,0,"(41.974689, -87.890615)",89,68,79,9,67,71,417,2000,0.09,29.09,29.79,4.0,11,5.6,-14,70,89,70,80,8,67,71,417,2000,0.06,29.15,29.77,5.3,12,7.2,-15,72,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2009-06-22,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,50,0,2009,6,22,26,0,"(41.974689, -87.890615)",89,68,79,9,67,71,417,2000,0.09,29.09,29.79,4.0,11,5.6,-14,70,89,70,80,8,67,71,417,2000,0.06,29.15,29.77,5.3,12,7.2,-15,72,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2009-06-22,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,50,0,2009,6,22,26,0,"(41.974689, -87.890615)",89,68,79,9,67,71,417,2000,0.09,29.09,29.79,4.0,11,5.6,-14,70,89,70,80,8,67,71,417,2000,0.06,29.15,29.77,5.3,12,7.2,-15,72,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2009-06-22,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,50,0,2009,6,22,26,0,"(41.974689, -87.890615)",89,68,79,9,67,71,417,2000,0.09,29.09,29.79,4.0,11,5.6,-14,70,89,70,80,8,67,71,417,2000,0.06,29.15,29.77,5.3,12,7.2,-15,72,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2009-06-22,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,14,0,2009,6,22,26,0,"(41.974689, -87.890615)",89,68,79,9,67,71,417,2000,0.09,29.09,29.79,4.0,11,5.6,-14,70,89,70,80,8,67,71,417,2000,0.06,29.15,29.77,5.3,12,7.2,-15,72,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2009-06-22,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX PIPIENS/RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,50,0,2009,6,22,26,0,"(41.974689, -87.890615)",89,68,79,9,67,71,417,2000,0.09,29.09,29.79,4.0,11,5.6,-14,70,89,70,80,8,67,71,417,2000,0.06,29.15,29.77,5.3,12,7.2,-15,72,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2009-06-22,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,13,0,2009,6,22,26,0,"(41.974689, -87.890615)",89,68,79,9,67,71,417,2000,0.09,29.09,29.79,4.0,11,5.6,-14,70,89,70,80,8,67,71,417,2000,0.06,29.15,29.77,5.3,12,7.2,-15,72,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2009-06-22,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,19,0,2009,6,22,26,0,"(41.974689, -87.890615)",89,68,79,9,67,71,417,2000,0.09,29.09,29.79,4.0,11,5.6,-14,70,89,70,80,8,67,71,417,2000,0.06,29.15,29.77,5.3,12,7.2,-15,72,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2009-06-22,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,7,0,2009,6,22,26,0,"(41.974689, -87.890615)",89,68,79,9,67,71,417,2000,0.09,29.09,29.79,4.0,11,5.6,-14,70,89,70,80,8,67,71,417,2000,0.06,29.15,29.77,5.3,12,7.2,-15,72,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2009-06-22,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,27,0,2009,6,22,26,0,"(41.974689, -87.890615)",89,68,79,9,67,71,417,2000,0.09,29.09,29.79,4.0,11,5.6,-14,70,89,70,80,8,67,71,417,2000,0.06,29.15,29.77,5.3,12,7.2,-15,72,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2009-06-22,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,10,0,2009,6,22,26,0,"(41.974689, -87.890615)",89,68,79,9,67,71,417,2000,0.09,29.09,29.79,4.0,11,5.6,-14,70,89,70,80,8,67,71,417,2000,0.06,29.15,29.77,5.3,12,7.2,-15,72,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2009-06-22,"Ohare Court, Bensenville, IL 60106, USA",CULEX PIPIENS/RESTUANS,10, W OHARE,T903,"1000  W OHARE, Chicago, IL",41.957799,-87.930995,5,50,0,2009,6,22,26,0,"(41.957799, -87.930995)",89,68,79,9,67,71,417,2000,0.09,29.09,29.79,4.0,11,5.6,-14,70,89,70,80,8,67,71,417,2000,0.06,29.15,29.77,5.3,12,7.2,-15,72,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2009-06-22,"Ohare Court, Bensenville, IL 60106, USA",CULEX PIPIENS/RESTUANS,10, W OHARE,T903,"1000  W OHARE, Chicago, IL",41.957799,-87.930995,5,50,0,2009,6,22,26,0,"(41.957799, -87.930995)",89,68,79,9,67,71,417,2000,0.09,29.09,29.79,4.0,11,5.6,-14,70,89,70,80,8,67,71,417,2000,0.06,29.15,29.77,5.3,12,7.2,-15,72,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2009-06-22,"Ohare Court, Bensenville, IL 60106, USA",CULEX PIPIENS/RESTUANS,10, W OHARE,T903,"1000  W OHARE, Chicago, IL",41.957799,-87.930995,5,50,0,2009,6,22,26,0,"(41.957799, -87.930995)",89,68,79,9,67,71,417,2000,0.09,29.09,29.79,4.0,11,5.6,-14,70,89,70,80,8,67,71,417,2000,0.06,29.15,29.77,5.3,12,7.2,-15,72,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2009-06-22,"Ohare Court, Bensenville, IL 60106, USA",CULEX PIPIENS/RESTUANS,10, W OHARE,T903,"1000  W OHARE, Chicago, IL",41.957799,-87.930995,5,50,0,2009,6,22,26,0,"(41.957799, -87.930995)",89,68,79,9,67,71,417,2000,0.09,29.09,29.79,4.0,11,5.6,-14,70,89,70,80,8,67,71,417,2000,0.06,29.15,29.77,5.3,12,7.2,-15,72,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2009-06-22,"Ohare Court, Bensenville, IL 60106, USA",CULEX PIPIENS/RESTUANS,10, W OHARE,T903,"1000  W OHARE, Chicago, IL",41.957799,-87.930995,5,50,0,2009,6,22,26,0,"(41.957799, -87.930995)",89,68,79,9,67,71,417,2000,0.09,29.09,29.79,4.0,11,5.6,-14,70,89,70,80,8,67,71,417,2000,0.06,29.15,29.77,5.3,12,7.2,-15,72,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2009-06-22,"Ohare Court, Bensenville, IL 60106, USA",CULEX PIPIENS/RESTUANS,10, W OHARE,T903,"1000  W OHARE, Chicago, IL",41.957799,-87.930995,5,31,0,2009,6,22,26,0,"(41.957799, -87.930995)",89,68,79,9,67,71,417,2000,0.09,29.09,29.79,4.0,11,5.6,-14,70,89,70,80,8,67,71,417,2000,0.06,29.15,29.77,5.3,12,7.2,-15,72,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2009-06-22,"Ohare Court, Bensenville, IL 60106, USA",CULEX PIPIENS/RESTUANS,10, W OHARE,T903,"1000  W OHARE, Chicago, IL",41.957799,-87.930995,5,50,0,2009,6,22,26,0,"(41.957799, -87.930995)",89,68,79,9,67,71,417,2000,0.09,29.09,29.79,4.0,11,5.6,-14,70,89,70,80,8,67,71,417,2000,0.06,29.15,29.77,5.3,12,7.2,-15,72,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2009-06-22,"Ohare Court, Bensenville, IL 60106, USA",CULEX PIPIENS/RESTUANS,10, W OHARE,T903,"1000  W OHARE, Chicago, IL",41.957799,-87.930995,5,50,0,2009,6,22,26,0,"(41.957799, -87.930995)",89,68,79,9,67,71,417,2000,0.09,29.09,29.79,4.0,11,5.6,-14,70,89,70,80,8,67,71,417,2000,0.06,29.15,29.77,5.3,12,7.2,-15,72,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2009-06-22,"Ohare Court, Bensenville, IL 60106, USA",CULEX PIPIENS/RESTUANS,10, W OHARE,T903,"1000  W OHARE, Chicago, IL",41.957799,-87.930995,5,50,0,2009,6,22,26,0,"(41.957799, -87.930995)",89,68,79,9,67,71,417,2000,0.09,29.09,29.79,4.0,11,5.6,-14,70,89,70,80,8,67,71,417,2000,0.06,29.15,29.77,5.3,12,7.2,-15,72,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2009-06-22,"Ohare Court, Bensenville, IL 60106, USA",CULEX PIPIENS/RESTUANS,10, W OHARE,T903,"1000  W OHARE, Chicago, IL",41.957799,-87.930995,5,50,0,2009,6,22,26,0,"(41.957799, -87.930995)",89,68,79,9,67,71,417,2000,0.09,29.09,29.79,4.0,11,5.6,-14,70,89,70,80,8,67,71,417,2000,0.06,29.15,29.77,5.3,12,7.2,-15,72,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2009-06-22,"Ohare Court, Bensenville, IL 60106, USA",CULEX RESTUANS,10, W OHARE,T903,"1000  W OHARE, Chicago, IL",41.957799,-87.930995,5,39,0,2009,6,22,26,0,"(41.957799, -87.930995)",89,68,79,9,67,71,417,2000,0.09,29.09,29.79,4.0,11,5.6,-14,70,89,70,80,8,67,71,417,2000,0.06,29.15,29.77,5.3,12,7.2,-15,72,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
2009-06-26,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,12,0,2009,6,26,26,4,"(41.95469, -87.800991)",86,69,78,7,60,66,418,2000,0.0,29.15,29.85,6.4,4,8.2,-13,71,86,72,79,6,61,67,418,2000,0.0,29.2,29.83,6.4,4,8.0,-14,73,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2009-06-26,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,50,0,2009,6,26,26,4,"(41.95469, -87.800991)",86,69,78,7,60,66,418,2000,0.0,29.15,29.85,6.4,4,8.2,-13,71,86,72,79,6,61,67,418,2000,0.0,29.2,29.83,6.4,4,8.0,-14,73,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2009-06-26,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,50,0,2009,6,26,26,4,"(41.95469, -87.800991)",86,69,78,7,60,66,418,2000,0.0,29.15,29.85,6.4,4,8.2,-13,71,86,72,79,6,61,67,418,2000,0.0,29.2,29.83,6.4,4,8.0,-14,73,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2009-06-26,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,6,0,2009,6,26,26,4,"(41.95469, -87.800991)",86,69,78,7,60,66,418,2000,0.0,29.15,29.85,6.4,4,8.2,-13,71,86,72,79,6,61,67,418,2000,0.0,29.2,29.83,6.4,4,8.0,-14,73,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2009-06-26,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,1,0,2009,6,26,26,4,"(41.95469, -87.800991)",86,69,78,7,60,66,418,2000,0.0,29.15,29.85,6.4,4,8.2,-13,71,86,72,79,6,61,67,418,2000,0.0,29.2,29.83,6.4,4,8.0,-14,73,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2009-06-26,"2500 West Grand Avenue, Chicago, IL 60654, USA",CULEX PIPIENS/RESTUANS,25, W GRAND AVE,T046,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.65449100000001,8,13,0,2009,6,26,26,4,"(41.891118, -87.654491)",86,69,78,7,60,66,418,2000,0.0,29.15,29.85,6.4,4,8.2,-13,71,86,72,79,6,61,67,418,2000,0.0,29.2,29.83,6.4,4,8.0,-14,73,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2009-06-26,"2500 West Grand Avenue, Chicago, IL 60654, USA",CULEX RESTUANS,25, W GRAND AVE,T046,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.65449100000001,8,8,0,2009,6,26,26,4,"(41.891118, -87.654491)",86,69,78,7,60,66,418,2000,0.0,29.15,29.85,6.4,4,8.2,-13,71,86,72,79,6,61,67,418,2000,0.0,29.2,29.83,6.4,4,8.0,-14,73,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2009-06-26,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,11, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,37,0,2009,6,26,26,4,"(41.867108, -87.654224)",86,69,78,7,60,66,418,2000,0.0,29.15,29.85,6.4,4,8.2,-13,71,86,72,79,6,61,67,418,2000,0.0,29.2,29.83,6.4,4,8.0,-14,73,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2009-06-26,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,11, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,47,0,2009,6,26,26,4,"(41.867108, -87.654224)",86,69,78,7,60,66,418,2000,0.0,29.15,29.85,6.4,4,8.2,-13,71,86,72,79,6,61,67,418,2000,0.0,29.2,29.83,6.4,4,8.0,-14,73,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2009-06-26,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX RESTUANS,11, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,23,0,2009,6,26,26,4,"(41.867108, -87.654224)",86,69,78,7,60,66,418,2000,0.0,29.15,29.85,6.4,4,8.2,-13,71,86,72,79,6,61,67,418,2000,0.0,29.2,29.83,6.4,4,8.0,-14,73,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2009-06-26,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX PIPIENS,11, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,4,0,2009,6,26,26,4,"(41.867108, -87.654224)",86,69,78,7,60,66,418,2000,0.0,29.15,29.85,6.4,4,8.2,-13,71,86,72,79,6,61,67,418,2000,0.0,29.2,29.83,6.4,4,8.0,-14,73,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2009-06-26,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX SALINARIUS,11, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,5,0,2009,6,26,26,4,"(41.867108, -87.654224)",86,69,78,7,60,66,418,2000,0.0,29.15,29.85,6.4,4,8.2,-13,71,86,72,79,6,61,67,418,2000,0.0,29.2,29.83,6.4,4,8.0,-14,73,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2009-06-26,"1100 West Chicago Avenue, Chicago, IL 60642, USA",CULEX PIPIENS/RESTUANS,11, W CHICAGO,T049,"1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,8,5,0,2009,6,26,26,4,"(41.896282, -87.655232)",86,69,78,7,60,66,418,2000,0.0,29.15,29.85,6.4,4,8.2,-13,71,86,72,79,6,61,67,418,2000,0.0,29.2,29.83,6.4,4,8.0,-14,73,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2009-06-26,"1100 West Chicago Avenue, Chicago, IL 60642, USA",CULEX RESTUANS,11, W CHICAGO,T049,"1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,8,1,0,2009,6,26,26,4,"(41.896282, -87.655232)",86,69,78,7,60,66,418,2000,0.0,29.15,29.85,6.4,4,8.2,-13,71,86,72,79,6,61,67,418,2000,0.0,29.2,29.83,6.4,4,8.0,-14,73,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2009-06-26,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX PIPIENS/RESTUANS,22, N CANNON DR,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8,1,0,2009,6,26,26,4,"(41.921965, -87.632085)",86,69,78,7,60,66,418,2000,0.0,29.15,29.85,6.4,4,8.2,-13,71,86,72,79,6,61,67,418,2000,0.0,29.2,29.83,6.4,4,8.0,-14,73,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
